"Antwort ID.. ","Datum Abgeschic.. ","Letzte Seite.. ","Start-Sprache.. ","Halten Sie die .. [SQ001]","Halten Sie die .. [SQ002]","Halten Sie die .. [SQ003]","Halten Sie die .. [SQ004]","Halten Sie die .. [SQ005]","Fehlt Ihrer Mei.. ","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Wo recherchiere.. [SQ001]","Wo recherchiere.. [SQ002]","Wo recherchiere.. [SQ003]","Wo recherchiere.. [SQ004]","Wo recherchiere.. [other]","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","In welcher Form.. [SQ001]","In welcher Form.. [SQ002]","In welcher Form.. [SQ003]","In welcher Form.. [SQ004]","Wie publizieren.. [SQ001]","Wie publizieren.. [SQ002]","Wie publizieren.. [other]","Über welche Ka.. [SQ003]","Über welche Ka.. [SQ004]","Über welche Ka.. [SQ005]","Über welche Ka.. [SQ006]","Über welche Ka.. [other]","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Mit wem besprec.. [1]","Mit wem besprec.. [2]","Mit wem besprec.. [3]","Mit wem besprec.. [4]","Mit wem besprec.. [5]","Mit wem besprec.. [6]","Mit wem besprec.. [other]","Wie stellen Sie.. [SQ001]","Wie stellen Sie.. [SQ002]","Wie stellen Sie.. [SQ003]","Wie stellen Sie.. [SQ004]","Wie stellen Sie.. [other]","Welche Form der.. [SQ001]","Welche Form der.. [SQ002]","Welche Form der.. [SQ003]","Welche Form der.. [SQ004]","Welche Form der.. [SQ005]","Welche Form der.. [other]","Wo legen Sie (Z.. [1]","Wo legen Sie (Z.. [2]","Wo legen Sie (Z.. [3]","Wo legen Sie (Z.. [4]","Wo legen Sie (Z.. [5]","Wo legen Sie (Z.. [6]","Wo legen Sie (Z.. [other]","Welche Geräte .. [SQ001]","Welche Geräte .. [SQ001]","Welche Geräte .. [SQ002]","Welche Geräte .. [SQ002]","Welche Geräte .. [SQ003]","Welche Geräte .. [SQ003]","Welche Geräte .. [SQ004]","Welche Geräte .. [SQ004]","Welche Geräte .. [SQ005]","Welche Geräte .. [SQ005]","In welcher Disz.. [SQ001]","In welcher Disz.. [SQ002]","In welcher Disz.. [SQ003]","In welcher Disz.. [SQ004]","In welcher Disz.. [SQ005]","In welcher Disz.. [SQ006]","In welcher Disz.. [SQ007]","In welcher Disz.. [SQ008]","In welcher Disz.. [SQ009]","In welcher Disz.. [SQ010]","In welcher Disz.. [SQ011]","In welcher Disz.. [SQ012]","In welcher Disz.. [SQ013]","In welcher Disz.. [SQ014]","In welcher Disz.. [SQ015]","In welcher Disz.. [other]","Wie lange sind .. ","Ich bin derzeit.. [SQ001]","Ich bin derzeit.. [SQ002]","Ich bin derzeit.. [SQ003]","Ich bin derzeit.. [SQ004]","Ich bin derzeit.. [SQ005]","Ich bin derzeit.. [SQ007]","Ich bin derzeit.. [other]","Wo arbeiten Sie.. [SQ001]","Wo arbeiten Sie.. [SQ002]","Wo arbeiten Sie.. [SQ003]","Wo arbeiten Sie.. [SQ004]","Wo arbeiten Sie.. [SQ005]","Wo arbeiten Sie.. [SQ006]","Wo arbeiten Sie.. [SQ007]","Wo arbeiten Sie.. [other]","Wie sind Sie au.. "
"144","","1","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"145","","1","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"146","","0","de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"147","","1","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"148","","7","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Word","Zotero","Evernote","Mindjet","positiv","positiv","positiv","positiv","positiv","","eher positiv","","eher positiv","negativ","eher positiv","","positiv","positiv","positiv","","positiv","","eher negativ","negativ","positiv","","positiv","","Visualisierungsmöglichkeiten; Tag-Möglichkeit/Suchmöglichkeit; ","Kompatibilitätsprobleme (Mac/PC); ","","Ja","Ja","Nein","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Nein","","Nein","Nein","Nein","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Nein","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"149","","0","de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"150","","0","de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"151","","0","de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"152","","2","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Word","Excel","","","eher positiv","eher negativ","positiv","positiv","positiv","positiv","eher positiv","eher negativ","positiv","positiv","positiv","positiv","","","","","","","","","","","","","Übersichtstabellen
Durchsuchbarkeit","auf Text beschränkt
","Projektmanagement-Funktionalitäten","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"153","","0","de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"154","","0","de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"157","","1","de","Ja","Ja","Ja","Ja","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"158","","1","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"159","1980-01-01 00:00:00","8","de","Ja","Ja","Unsicher","Ja","Unsicher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Nein","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Würde ich gern noch mehr publizieren","","Würde ich gern noch mehr publizieren","","Ja","Nein","","Ja","Ja","Nein","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Nein","Nein","Ja","Nein","","Nein","Nein","Ja","Nein","","Nein","Nein","Nein","Nein","Nein","","Nein","Ja","Nein","Nein","Nein","Nein","","PC","","PC","","PC","","PC","","PC","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Zwischen 5 und 10 Jahre","Nein","Nein","Nein","Ja","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","H-Soz-u-Kult"
"160","","1","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"161","","0","de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"163","","1","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"164","","1","de","Ja","Ja","Ja","Ja","Ja","Entwicklung der Forschungsfrage, des Forschungsdesigns","MS Word","","","","eher positiv","eher positiv","eher negativ","eher negativ","negativ","eher positiv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"165","","1","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
